t_s,rpm,u1_suction,u2_circ,u3_inlet,Q_Nm3h,p_disch_kPa,T_disch_C,p_suction_kPa,T_suction_C,vib_um
334,6500,40.0,60.0,50.0,1890.8,175.89,37.61,101.40,24.95,7.90
335,6500,40.0,60.0,50.0,1839.6,174.88,40.63,100.65,25.32,7.88
336,6500,40.0,60.0,50.0,1867.4,175.18,40.41,100.50,24.38,9.40
337,6500,40.0,60.0,50.0,1888.5,176.06,39.00,101.49,25.57,8.04
338,6500,40.0,60.0,50.0,1878.8,176.79,36.94,101.55,24.18,7.46
339,6500,40.0,60.0,50.0,1893.7,175.88,37.73,101.10,24.42,9.38
340,6500,40.0,60.0,50.0,1875.5,175.26,38.25,100.55,25.41,7.34
341,6500,40.0,60.0,50.0,1853.9,176.11,41.15,101.34,24.92,7.45
342,6500,40.0,60.0,50.0,1863.3,176.32,39.30,101.51,24.31,7.13
343,6500,40.0,60.0,50.0,1846.3,175.56,36.18,101.18,25.57,7.56
344,6500,40.0,60.0,50.0,1866.2,176.71,40.49,101.65,25.39,6.67
345,6500,40.0,60.0,50.0,1826.3,175.23,38.66,100.75,25.12,8.83
346,6500,40.0,60.0,50.0,1892.1,175.12,38.82,100.97,24.18,8.11
347,6500,40.0,60.0,50.0,1840.8,176.39,39.13,101.77,24.52,7.59
348,6500,40.0,60.0,50.0,1864.8,175.48,39.12,100.84,25.63,8.73
349,6500,40.0,60.0,50.0,1833.2,176.55,39.57,101.13,25.91,7.50
350,6500,40.0,60.0,50.0,1884.4,175.98,39.05,101.46,25.23,8.26
351,6500,40.0,60.0,50.0,1876.5,175.81,38.74,101.43,24.61,7.36
352,6500,40.0,60.0,50.0,1832.9,176.17,35.91,101.59,24.61,7.33
353,6500,40.0,60.0,50.0,1864.0,175.78,39.01,101.31,24.54,8.08
354,6500,40.0,60.0,50.0,1848.3,176.43,38.47,101.52,24.20,6.91
355,6500,40.0,60.0,50.0,1834.4,176.51,38.98,101.70,25.33,8.85
356,6500,40.0,60.0,50.0,1849.0,175.79,40.68,101.18,26.02,8.62
357,6500,40.0,60.0,50.0,1847.0,176.94,40.74,102.20,24.50,7.14
358,6500,40.0,60.0,50.0,1898.4,175.51,39.02,101.21,25.26,8.07
359,6500,40.0,60.0,50.0,1906.0,175.66,39.77,100.65,24.59,9.14
360,6500,40.0,60.0,50.0,1876.9,175.47,38.53,101.22,25.16,6.94
361,6500,40.0,60.0,50.0,1858.6,175.96,38.57,100.93,25.48,8.02
362,6500,40.0,60.0,50.0,1856.0,176.65,38.03,101.12,24.53,8.59
363,6500,40.0,60.0,50.0,1835.0,175.25,39.88,101.05,25.60,8.28
364,6500,40.0,60.0,50.0,1846.9,176.19,36.61,101.50,24.83,7.97
365,6500,40.0,60.0,50.0,1873.0,175.95,39.32,101.33,24.83,7.96
366,6500,40.0,60.0,50.0,1866.0,176.37,37.53,101.47,24.52,8.55
367,6500,40.0,60.0,50.0,1881.0,176.57,39.26,101.75,24.78,7.85
368,6500,40.0,60.0,50.0,1858.2,176.97,37.71,102.04,26.14,7.67
369,6500,40.0,60.0,50.0,1870.9,175.85,39.57,101.14,24.82,8.59
370,6500,40.0,60.0,50.0,1889.2,175.66,39.19,100.90,25.34,8.02
371,6500,40.0,60.0,50.0,1857.9,175.57,39.40,101.08,25.33,8.51
372,6500,40.0,60.0,50.0,1829.3,175.00,39.16,100.77,24.78,8.48
373,6500,40.0,60.0,50.0,1878.6,176.09,40.54,101.51,24.48,8.16
374,6500,40.0,60.0,50.0,1864.5,176.75,40.02,102.33,24.80,7.22
375,6500,40.0,60.0,50.0,1878.9,176.21,37.53,101.32,25.20,8.58
376,6500,40.0,60.0,50.0,1857.1,175.27,36.79,100.88,24.74,8.64
377,6500,40.0,60.0,50.0,1833.0,175.48,40.01,101.19,24.80,8.45
378,6500,40.0,60.0,50.0,1838.3,175.69,37.51,100.90,24.75,7.48
379,6500,40.0,60.0,50.0,1876.1,175.82,38.92,101.34,25.57,7.42
380,6500,40.0,60.0,50.0,1893.7,176.22,37.00,101.84,24.15,7.19
381,6500,40.0,60.0,50.0,1848.6,175.25,40.21,100.74,25.74,7.69
382,6500,40.0,60.0,50.0,1881.5,175.75,38.99,101.23,25.75,7.19
383,6500,40.0,60.0,50.0,1861.6,176.25,38.88,101.71,25.39,7.28
384,6500,40.0,60.0,50.0,1838.6,175.25,38.36,100.84,24.53,8.11
385,6500,40.0,60.0,50.0,1887.1,175.53,38.75,100.93,25.23,6.68
386,6500,40.0,60.0,50.0,1866.7,177.08,39.51,102.01,25.27,7.61
387,6500,40.0,60.0,50.0,1877.4,175.48,38.42,100.85,24.29,7.79
388,6500,40.0,60.0,50.0,1853.1,175.83,37.44,101.37,25.42,7.84
389,6500,40.0,60.0,50.0,1845.9,176.17,39.19,101.60,25.14,6.59
390,6500,40.0,60.0,50.0,1865.0,176.25,40.29,101.35,25.29,7.87
391,6504,40.1,59.8,50.1,1871.3,175.66,37.38,101.10,24.58,7.91
392,6508,40.2,59.7,50.2,1895.2,175.55,38.89,101.31,25.21,8.31
393,6512,40.4,59.5,50.2,1919.8,176.27,40.78,101.10,24.92,7.22
394,6517,40.5,59.3,50.3,1922.9,175.58,37.52,100.85,24.61,8.55
395,6521,40.6,59.2,50.4,1971.1,176.17,39.89,101.54,24.80,8.38
396,6525,40.7,59.0,50.5,1985.1,176.88,40.53,101.55,25.31,7.50
397,6529,40.9,58.8,50.6,1980.1,177.03,40.39,101.55,25.28,7.85
398,6533,41.0,58.7,50.7,2048.4,177.15,38.33,101.81,24.73,7.91
399,6537,41.1,58.5,50.7,2000.4,177.18,38.89,101.66,25.27,8.80
400,6542,41.2,58.3,50.8,2049.4,176.35,37.25,100.83,24.79,8.58
401,6546,41.4,58.2,50.9,2116.2,177.04,37.65,101.39,25.03,8.11
402,6550,41.5,58.0,51.0,2108.3,177.52,36.55,101.52,24.96,7.97
403,6554,41.6,57.8,51.1,2126.9,177.97,37.83,101.82,25.21,8.35
404,6558,41.7,57.7,51.2,2122.1,176.73,38.86,101.20,25.23,8.77
405,6562,41.9,57.5,51.2,2153.3,177.94,38.58,100.85,24.56,8.58
406,6567,42.0,57.3,51.3,2185.1,178.06,40.95,101.99,25.07,7.86
407,6571,42.1,57.2,51.4,2231.6,176.93,39.42,101.16,25.14,8.46
408,6575,42.2,57.0,51.5,2269.6,178.02,40.07,101.65,24.88,7.96
409,6579,42.4,56.8,51.6,2250.5,177.82,36.94,101.22,25.91,8.28
410,6583,42.5,56.7,51.7,2272.1,178.32,38.29,101.98,26.36,8.63
411,6587,42.6,56.5,51.7,2267.9,177.88,36.37,101.50,24.77,8.50
412,6592,42.7,56.3,51.8,2333.6,177.45,39.97,100.78,24.94,7.65
413,6596,42.9,56.2,51.9,2336.5,178.07,38.32,101.43,24.60,9.01
414,6600,43.0,56.0,52.0,2328.7,178.39,39.72,101.64,25.86,8.39
415,6604,43.1,55.8,52.1,2384.8,177.77,39.07,100.73,24.89,8.11
416,6608,43.2,55.7,52.2,2437.0,178.15,40.99,101.05,24.89,8.13
417,6612,43.4,55.5,52.2,2435.1,177.85,39.97,100.88,24.58,8.82
418,6617,43.5,55.3,52.3,2453.8,178.27,41.27,101.39,25.70,8.56
419,6621,43.6,55.2,52.4,2463.5,178.80,38.22,101.56,24.90,8.40
420,6625,43.7,55.0,52.5,2536.1,178.88,37.96,101.59,24.79,7.73
421,6629,43.9,54.8,52.6,2555.6,179.24,40.43,101.50,24.74,8.73
422,6633,44.0,54.7,52.7,2578.9,178.86,38.79,101.29,24.74,8.80
423,6637,44.1,54.5,52.7,2569.3,179.61,36.33,101.92,25.61,8.41
424,6642,44.2,54.3,52.8,2634.1,179.54,38.42,101.65,24.97,8.23
425,6646,44.4,54.2,52.9,2606.4,180.00,38.38,101.75,25.01,9.06
426,6650,44.5,54.0,53.0,2592.8,179.19,37.67,101.25,24.68,8.60
427,6654,44.6,53.8,53.1,2657.7,179.83,36.47,101.54,24.62,9.01
428,6658,44.7,53.7,53.2,2687.1,179.04,40.16,101.31,24.04,8.66
429,6662,44.9,53.5,53.2,2666.6,179.62,37.91,101.27,24.36,8.00
430,6667,45.0,53.3,53.3,2714.6,178.79,38.01,101.02,24.77,8.12
431,6671,45.1,53.2,53.4,2731.6,179.46,40.98,101.30,26.01,9.53
432,6675,45.2,53.0,53.5,2751.7,180.39,37.80,101.66,24.49,10.62
433,6679,45.4,52.8,53.6,2817.1,180.03,38.37,101.49,25.42,8.29
434,6683,45.5,52.7,53.7,2817.1,179.33,38.96,101.38,25.01,9.34
435,6687,45.6,52.5,53.7,2806.5,180.25,37.94,101.44,25.15,8.45
436,6692,45.7,52.3,53.8,2837.9,179.88,40.47,100.76,25.54,8.60
437,6696,45.9,52.2,53.9,2869.4,180.43,41.57,101.12,25.26,8.40
438,6700,46.0,52.0,54.0,2854.2,179.44,38.75,100.80,24.92,8.69
439,6704,46.1,51.8,54.1,2933.0,180.45,40.37,101.38,25.46,8.23
440,6708,46.2,51.7,54.2,2900.1,180.77,38.65,101.06,24.99,8.80
441,6712,46.4,51.5,54.2,2949.5,181.79,38.12,101.81,24.14,9.00
442,6717,46.5,51.3,54.3,2982.8,181.60,41.66,101.79,24.88,9.10
443,6721,46.6,51.2,54.4,3007.4,180.72,40.78,101.41,25.73,8.89
444,6725,46.7,51.0,54.5,3053.3,180.64,38.69,100.94,24.35,8.81
445,6729,46.9,50.8,54.6,3058.6,181.67,38.44,101.72,24.94,8.97
446,6733,47.0,50.7,54.7,3140.0,181.14,39.09,101.50,24.52,9.98
447,6737,47.1,50.5,54.7,3118.7,181.23,39.07,101.62,25.70,8.73
448,6742,47.2,50.3,54.8,3155.2,180.99,39.85,100.75,24.97,8.71
449,6746,47.4,50.2,54.9,3148.6,181.49,36.70,101.51,25.47,9.45
450,6750,47.5,50.0,55.0,3174.0,181.22,38.80,100.98,25.25,9.18
451,6754,47.6,49.8,55.1,3208.3,182.11,40.80,101.46,24.77,8.49
452,6758,47.7,49.7,55.2,3198.0,181.01,42.26,100.61,25.36,9.32
453,6762,47.9,49.5,55.2,3189.4,182.19,40.63,101.71,25.05,9.97
454,6767,48.0,49.3,55.3,3253.9,181.88,37.02,101.32,24.47,9.29
455,6771,48.1,49.2,55.4,3291.7,181.62,39.36,101.01,24.82,10.30
456,6775,48.2,49.0,55.5,3285.8,183.17,39.14,102.05,25.48,9.20
457,6779,48.4,48.8,55.6,3328.1,182.29,40.14,101.47,25.22,9.50
458,6783,48.5,48.7,55.7,3392.9,181.71,39.73,100.91,25.36,9.38
459,6787,48.6,48.5,55.7,3400.7,182.08,38.50,101.50,24.96,9.40
460,6792,48.7,48.3,55.8,3444.2,183.12,39.00,101.50,24.75,9.80
461,6796,48.9,48.2,55.9,3460.4,182.31,39.77,100.89,25.33,9.31
462,6800,49.0,48.0,56.0,3449.8,182.90,37.20,101.47,24.63,9.44
463,6804,49.1,47.8,56.1,3516.1,182.66,40.46,101.48,25.32,9.08
464,6808,49.2,47.7,56.2,3529.0,182.45,39.78,101.16,25.13,9.00
465,6812,49.4,47.5,56.2,3535.5,182.66,39.32,101.30,24.12,9.62
466,6817,49.5,47.3,56.3,3591.5,182.79,41.97,101.85,25.63,9.00
467,6821,49.6,47.2,56.4,3581.4,182.44,41.86,100.98,24.95,9.82
468,6825,49.7,47.0,56.5,3575.5,183.34,42.37,101.65,25.75,9.88
469,6829,49.9,46.8,56.6,3595.4,183.78,41.44,101.73,25.32,9.91
470,6833,50.0,46.7,56.7,3679.8,184.04,40.67,101.90,25.16,9.85
471,6837,50.1,46.5,56.7,3713.3,183.47,38.90,101.38,24.72,9.51
472,6842,50.2,46.3,56.8,3774.4,183.37,40.39,101.17,24.95,10.10
473,6846,50.4,46.2,56.9,3721.5,183.01,38.08,100.74,25.29,10.77
474,6850,50.5,46.0,57.0,3749.9,183.70,38.99,100.98,23.90,9.16
475,6854,50.6,45.8,57.1,3762.1,184.21,42.56,101.45,25.21,9.81
476,6858,50.7,45.7,57.2,3796.8,184.39,35.36,101.79,25.21,10.06
477,6862,50.9,45.5,57.2,3868.5,183.64,37.89,101.13,25.45,11.70
478,6867,51.0,45.3,57.3,3786.2,184.82,38.97,101.45,25.14,10.45
479,6871,51.1,45.2,57.4,3869.2,184.80,38.45,101.54,25.27,9.98
480,6875,51.2,45.0,57.5,4006.1,183.30,38.74,101.00,24.41,10.55
481,6879,51.4,44.8,57.6,3939.1,184.49,41.04,101.64,24.79,10.26
482,6883,51.5,44.7,57.7,3968.6,184.93,41.10,101.40,26.12,10.01
483,6887,51.6,44.5,57.7,3980.9,183.73,39.36,101.12,25.25,10.73
484,6892,51.7,44.3,57.8,3989.3,185.00,38.61,101.90,25.57,10.52
485,6896,51.9,44.2,57.9,4041.7,185.02,40.97,101.67,25.34,10.21
486,6900,52.0,44.0,58.0,4143.8,185.35,40.32,101.97,25.70,10.72
487,6904,52.1,43.8,58.1,4060.9,183.98,39.31,100.98,25.08,9.70
488,6908,52.2,43.7,58.2,4068.0,185.25,42.03,101.09,25.56,11.43
489,6912,52.4,43.5,58.2,4069.1,184.74,40.15,100.30,25.13,8.98
490,6917,52.5,43.3,58.3,4203.3,185.46,37.90,101.58,23.92,10.71
491,6921,52.6,43.2,58.4,4210.4,186.25,42.81,101.39,25.51,10.90
492,6925,52.7,43.0,58.5,4216.9,184.39,40.08,100.76,24.63,10.13
493,6929,52.9,42.8,58.6,4115.9,185.64,40.66,101.29,25.49,9.97
494,6933,53.0,42.7,58.7,4281.2,185.71,40.76,101.65,24.55,10.72
495,6937,53.1,42.5,58.7,4314.9,185.74,39.42,101.68,24.89,11.23
496,6942,53.2,42.3,58.8,4340.3,185.94,40.25,101.20,25.19,10.49
497,6946,53.4,42.2,58.9,4296.1,185.44,40.08,101.24,25.18,9.54
498,6950,53.5,42.0,59.0,4338.9,185.88,40.27,101.20,25.28,10.52
499,6954,53.6,41.8,59.1,4311.2,186.40,42.27,101.52,25.28,10.10
500,6958,53.7,41.7,59.2,4370.2,186.37,40.67,101.27,25.01,9.26
501,6962,53.9,41.5,59.2,4381.8,186.70,40.36,101.52,24.62,9.89
502,6967,54.0,41.3,59.3,4501.2,186.44,41.38,101.33,25.20,11.34
503,6971,54.1,41.2,59.4,4515.4,186.57,39.71,101.16,24.27,10.99
504,6975,54.2,41.0,59.5,4561.4,187.43,40.92,101.63,24.63,10.32
505,6979,54.4,40.8,59.6,4520.6,186.90,41.89,101.35,25.77,10.27
506,6983,54.5,40.7,59.7,4534.6,186.75,40.74,101.02,25.66,9.33
507,6987,54.6,40.5,59.7,4604.7,186.70,38.88,101.47,24.02,9.21
508,6992,54.7,40.3,59.8,4614.8,186.76,39.97,101.14,25.65,9.17
509,6996,54.9,40.2,59.9,4613.9,186.75,39.82,101.49,24.82,10.50
510,7000,55.0,40.0,60.0,4733.4,188.07,39.95,102.37,25.09,8.91
511,7000,55.0,40.0,60.0,4771.4,186.23,38.15,100.04,24.34,10.43
512,7000,55.0,40.0,60.0,4702.2,187.16,40.84,101.43,24.62,10.28
513,7000,55.0,40.0,60.0,4662.0,186.46,38.97,100.51,25.16,9.88
514,7000,55.0,40.0,60.0,4629.6,186.98,38.66,101.11,24.28,11.77
515,7000,55.0,40.0,60.0,4708.8,186.86,41.75,101.13,24.86,10.16
516,7000,55.0,40.0,60.0,4694.6,186.98,40.12,100.96,24.89,10.45
517,7000,55.0,40.0,60.0,4698.9,186.32,42.07,100.82,26.02,10.28
518,7000,55.0,40.0,60.0,4632.7,186.39,40.38,101.28,25.08,10.71
519,7000,55.0,40.0,60.0,4650.5,187.34,39.85,101.21,24.92,10.72
520,7000,55.0,40.0,60.0,4702.5,187.46,39.78,101.73,25.18,9.75
521,7000,55.0,40.0,60.0,4575.2,187.38,39.05,101.40,25.37,10.57
522,7000,55.0,40.0,60.0,4667.8,186.97,41.55,101.51,25.23,10.18
523,7000,55.0,40.0,60.0,4591.8,187.08,40.91,101.79,25.32,11.07
524,7000,55.0,40.0,60.0,4754.9,187.42,40.20,101.30,25.68,10.33
525,7000,55.0,40.0,60.0,4713.9,186.50,40.74,100.73,25.09,9.94
526,7000,55.0,40.0,60.0,4753.6,187.99,39.47,101.66,24.60,11.16
527,7000,55.0,40.0,60.0,4720.9,186.62,41.49,101.30,24.89,10.91
528,7000,55.0,40.0,60.0,4716.5,187.73,38.55,102.07,24.55,10.43
529,7000,55.0,40.0,60.0,4633.3,187.84,40.29,101.99,25.01,11.24
530,7000,55.0,40.0,60.0,4783.5,187.02,42.60,101.26,24.99,9.96
531,7000,55.0,40.0,60.0,4721.2,186.58,40.89,101.04,24.67,10.49
532,7000,55.0,40.0,60.0,4663.9,186.26,40.59,100.97,24.81,9.62
533,7000,55.0,40.0,60.0,4690.2,187.06,38.72,101.51,24.59,10.41
534,7000,55.0,40.0,60.0,4742.3,188.54,37.97,102.40,24.37,10.43
535,7000,55.0,40.0,60.0,4619.1,187.19,42.60,101.56,25.50,11.38
536,7000,55.0,40.0,60.0,4601.8,186.88,38.50,101.47,24.60,10.34
537,7000,55.0,40.0,60.0,4685.0,187.39,40.59,101.61,24.57,11.42
538,7000,55.0,40.0,60.0,4651.2,186.77,39.55,101.07,24.95,9.47
539,7000,55.0,40.0,60.0,4588.5,187.34,39.37,101.80,24.03,11.16
540,7000,55.0,40.0,60.0,4594.9,187.29,41.38,101.38,25.27,10.86
541,7000,55.0,40.0,60.0,4729.7,187.75,40.78,101.55,24.89,9.89
542,7000,55.0,40.0,60.0,4756.6,187.33,41.06,101.05,24.81,10.18
543,7000,55.0,40.0,60.0,4711.3,186.41,37.96,100.51,23.96,11.64
544,7000,55.0,40.0,60.0,4699.4,186.28,40.82,100.50,24.69,11.61
545,7000,55.0,40.0,60.0,4640.3,187.41,40.74,101.47,24.45,11.05
546,7000,55.0,40.0,60.0,4647.5,187.26,39.18,101.04,25.10,10.25
547,7000,55.0,40.0,60.0,4738.1,187.04,42.33,101.27,24.88,11.00
548,7000,55.0,40.0,60.0,4633.6,186.44,41.90,100.62,25.59,10.09
549,7000,55.0,40.0,60.0,4674.5,187.41,40.95,101.68,25.32,10.43
550,7000,55.0,40.0,60.0,4643.7,187.26,42.39,100.97,25.27,10.18
551,7000,55.0,40.0,60.0,4654.0,186.70,41.64,101.17,25.34,10.19
552,7000,55.0,40.0,60.0,4644.8,187.01,42.11,101.45,24.80,10.05
553,7000,55.0,40.0,60.0,4692.2,187.45,42.01,102.30,24.41,10.25
554,7000,55.0,40.0,60.0,4644.4,187.72,40.64,102.15,24.70,10.45
555,7000,55.0,40.0,60.0,4658.4,186.63,41.68,101.25,25.23,10.40
556,7000,55.0,40.0,60.0,4666.6,187.14,40.21,101.52,24.85,11.38
557,7000,55.0,40.0,60.0,4709.1,186.99,39.09,101.25,24.81,9.95
558,7000,55.0,40.0,60.0,4734.1,186.89,38.61,101.07,24.76,10.22
559,7000,55.0,40.0,60.0,4649.7,186.72,39.83,101.13,24.79,10.64
560,7000,55.0,40.0,60.0,4698.5,186.90,40.99,101.26,25.18,10.63
561,7000,55.0,40.0,60.0,4681.6,187.41,42.46,101.26,25.23,10.45
562,7000,55.0,40.0,60.0,4670.1,186.82,40.41,101.03,25.41,11.40
563,7000,55.0,40.0,60.0,4698.9,187.41,39.71,101.93,24.86,11.11
564,7000,55.0,40.0,60.0,4666.1,186.92,41.30,101.27,24.99,11.00
565,7000,55.0,40.0,60.0,4750.2,186.94,40.81,101.12,25.06,10.23
566,7000,55.0,40.0,60.0,4694.8,187.29,42.27,101.05,25.70,11.62
567,7000,55.0,40.0,60.0,4602.5,186.80,41.11,101.17,24.66,9.61
568,7000,55.0,40.0,60.0,4660.2,188.00,41.76,101.91,25.21,10.96
569,7000,55.0,40.0,60.0,4647.0,186.88,39.01,100.71,25.22,10.59
570,7000,55.0,40.0,60.0,4700.3,186.94,40.47,101.25,25.28,9.81
571,7000,55.0,40.0,60.0,4677.7,186.85,41.71,101.49,25.20,10.41
572,7000,55.0,40.0,60.0,4657.9,186.26,40.60,100.99,25.26,10.76
573,7000,55.0,40.0,60.0,4601.5,187.03,41.45,101.20,24.97,10.25
574,7000,55.0,40.0,60.0,4631.7,186.75,37.86,101.36,23.73,10.24
575,7000,55.0,40.0,60.0,4711.9,186.40,42.05,100.69,25.61,10.50
576,7000,55.0,40.0,60.0,4667.7,186.65,39.48,101.12,25.34,10.70
577,7000,55.0,40.0,60.0,4655.4,186.80,39.10,101.15,25.57,10.66
578,7000,55.0,40.0,60.0,4734.9,186.80,40.53,101.00,25.16,10.65
579,7000,55.0,40.0,60.0,4698.4,186.97,40.12,101.06,24.13,9.38
580,7000,55.0,40.0,60.0,4697.8,186.95,39.74,101.11,24.27,10.99
581,7000,55.0,40.0,60.0,4641.8,187.08,41.90,101.29,25.57,10.13
582,7000,55.0,40.0,60.0,4680.7,186.80,37.27,101.03,24.42,10.37
583,7000,55.0,40.0,60.0,4680.4,187.49,39.18,101.37,24.35,9.63
584,7000,55.0,40.0,60.0,4742.7,186.90,39.61,101.26,25.02,9.89
585,7000,55.0,40.0,60.0,4676.8,187.36,39.41,101.62,24.23,10.84
586,7000,55.0,40.0,60.0,4649.6,187.86,39.84,101.70,24.96,10.20
587,7000,55.0,40.0,60.0,4647.1,187.32,40.16,101.66,24.16,10.44
588,7000,55.0,40.0,60.0,4618.3,186.65,39.43,100.51,25.35,10.59
589,7000,55.0,40.0,60.0,4666.1,185.91,41.89,100.76,25.39,10.31
590,7000,55.0,40.0,60.0,4655.0,187.56,40.00,102.00,24.41,10.83
591,7000,55.0,40.0,60.0,4611.8,186.29,41.64,100.73,25.34,9.50
592,7000,55.0,40.0,60.0,4631.7,186.68,41.20,100.91,26.10,10.54
593,7000,55.0,40.0,60.0,4706.7,187.94,40.37,102.33,24.74,9.71
594,7000,55.0,40.0,60.0,4562.7,186.83,37.87,101.30,24.70,10.17
595,7000,55.0,40.0,60.0,4726.5,186.76,39.45,101.12,24.71,9.99
596,7000,55.0,40.0,60.0,4630.2,187.61,40.65,101.88,25.57,10.32
597,7000,55.0,40.0,60.0,4626.8,187.55,39.99,101.58,24.35,10.19
598,7000,55.0,40.0,60.0,4615.9,186.50,42.49,101.29,24.78,10.76
599,7000,55.0,40.0,60.0,4641.2,187.33,39.58,101.52,24.84,10.50
600,7000,55.0,40.0,60.0,4743.9,187.24,39.29,101.23,25.41,10.22
601,7000,55.0,40.0,60.0,4575.7,187.92,42.70,102.02,25.80,10.42
602,7000,55.0,40.0,60.0,4632.2,186.68,42.61,101.28,25.07,10.65
603,7000,55.0,40.0,60.0,4662.8,186.03,41.44,100.83,24.05,11.01
604,7000,55.0,40.0,60.0,4576.3,187.01,42.11,101.24,24.99,10.73
605,7000,55.0,40.0,60.0,4610.2,186.93,38.58,101.72,24.80,10.52
606,7000,55.0,40.0,60.0,4732.4,186.22,40.63,100.75,25.41,10.90
607,7000,55.0,40.0,60.0,4694.7,187.35,39.86,101.40,24.52,9.81
608,7000,55.0,40.0,60.0,4642.7,187.74,41.50,101.66,24.99,10.41
609,7000,55.0,40.0,60.0,4623.2,187.51,42.42,101.50,26.10,9.84
610,7000,55.0,40.0,60.0,4698.9,186.59,41.53,100.78,24.45,10.33
611,7000,55.0,40.0,60.0,4664.2,187.25,39.88,101.36,24.48,10.24
612,7000,55.0,40.0,60.0,4745.4,187.34,41.20,101.35,24.77,10.70
613,7000,55.0,40.0,60.0,4672.7,185.57,38.05,99.97,25.63,11.39
614,7000,55.0,40.0,60.0,4650.8,186.49,38.82,100.48,24.47,11.38
615,7000,55.0,40.0,60.0,4659.4,187.31,40.50,100.92,25.46,10.03
616,7000,55.0,40.0,60.0,4673.6,187.42,41.33,101.93,24.36,10.33
617,7000,55.0,40.0,60.0,4770.3,187.18,38.97,101.51,23.79,11.24
618,7000,55.0,40.0,60.0,4576.5,187.03,41.84,101.25,25.68,10.68
619,7000,55.0,40.0,60.0,4656.9,186.98,39.25,101.13,24.24,11.53
620,7000,55.0,40.0,60.0,4679.5,185.95,39.74,100.73,24.99,9.98
621,7000,55.0,40.0,60.0,4653.7,187.25,39.14,101.41,25.18,10.12
622,7000,55.0,40.0,60.0,4676.3,187.36,39.14,101.28,24.64,11.39
623,7000,55.0,40.0,60.0,4631.7,186.43,38.46,100.74,24.38,9.70
624,7000,55.0,40.0,60.0,4687.7,188.21,42.44,102.12,25.69,10.42
625,7000,55.0,40.0,60.0,4678.3,186.81,40.94,101.34,24.42,9.77
626,7000,55.0,40.0,60.0,4662.4,187.57,39.19,101.56,25.18,10.82
627,7000,55.0,40.0,60.0,4750.5,186.10,38.80,100.91,25.23,9.48
628,7000,55.0,40.0,60.0,4635.8,186.48,40.56,100.82,25.04,9.89
629,7000,55.0,40.0,60.0,4708.9,187.33,37.83,101.62,24.99,10.16
630,7000,55.0,40.0,60.0,4642.4,186.51,41.35,101.01,25.19,10.70
631,7000,55.0,40.0,60.0,4607.0,187.88,39.15,101.60,25.58,12.26
632,7000,55.0,40.0,60.0,4712.3,186.69,40.83,100.81,24.95,11.29
633,7000,55.0,40.0,60.0,4707.1,186.75,42.21,100.94,25.51,11.17
634,7000,55.0,40.0,60.0,4727.0,187.22,40.29,101.58,24.34,10.23
635,7000,55.0,40.0,60.0,4670.0,186.62,41.39,100.95,24.79,10.95
636,7000,55.0,40.0,60.0,4725.6,187.69,40.46,101.42,24.12,11.15
637,7000,55.0,40.0,60.0,4659.6,187.18,40.97,101.62,24.73,10.15
638,7000,55.0,40.0,60.0,4660.1,186.13,40.10,100.70,25.17,10.04
639,7000,55.0,40.0,60.0,4668.4,187.13,40.63,101.42,25.09,10.35
640,7000,55.0,40.0,60.0,4650.3,186.58,38.12,100.95,24.08,9.79
641,7000,55.0,40.0,60.0,4748.1,187.54,39.39,101.75,25.08,10.67
642,7000,55.0,40.0,60.0,4702.2,186.80,40.17,101.27,24.42,9.94
643,7000,55.0,40.0,60.0,4717.3,186.18,39.13,100.90,25.24,10.86
644,7000,55.0,40.0,60.0,4653.6,186.91,40.58,101.06,25.70,11.46
645,7000,55.0,40.0,60.0,4686.1,186.74,41.92,100.92,25.11,11.03
646,7000,55.0,40.0,60.0,4678.6,187.40,40.22,101.56,25.40,9.85
647,7000,55.0,40.0,60.0,4657.1,188.40,41.76,102.38,24.65,9.38
648,7000,55.0,40.0,60.0,4632.3,187.04,39.94,101.46,24.70,10.17
649,7000,55.0,40.0,60.0,4637.9,186.18,39.84,100.87,24.52,11.10
650,7000,55.0,40.0,60.0,4635.3,187.08,39.98,100.82,24.43,9.94
651,7000,55.0,40.0,60.0,4698.1,187.38,41.88,101.45,25.64,10.59
652,7000,55.0,40.0,60.0,4599.8,187.04,41.30,100.89,25.27,10.86
653,7000,55.0,40.0,60.0,4660.3,186.67,41.20,100.85,25.07,10.56
654,7000,55.0,40.0,60.0,4683.7,187.69,42.25,101.80,25.37,11.26
655,7000,55.0,40.0,60.0,4633.7,187.46,43.71,101.59,25.54,9.87
656,7000,55.0,40.0,60.0,4695.1,187.78,39.39,101.93,24.79,11.06
657,7000,55.0,40.0,60.0,4619.7,187.86,42.88,102.10,25.45,9.64
658,7000,55.0,40.0,60.0,4626.7,187.02,39.44,101.41,24.79,10.41
659,7000,55.0,40.0,60.0,4688.7,186.69,41.68,100.79,25.06,10.81
660,7000,55.0,40.0,60.0,4699.1,187.11,40.52,101.60,24.75,11.06
661,7000,55.0,40.0,60.0,4704.9,186.95,39.18,101.22,25.12,11.01
662,7000,55.0,40.0,60.0,4602.1,187.76,38.68,101.67,25.50,10.64
663,7000,55.0,40.0,60.0,4752.3,186.67,41.43,100.92,25.59,10.64
664,7000,55.0,40.0,60.0,4597.0,186.90,38.70,101.40,24.30,10.57
